id	proteins	go_cell	go_mol	go_bio	nb_proteins	mass_mean	length_mean
2.2.0.30	P53731 	Arp2/3 protein complex [GO:0005885] cytosol [GO:0005829] actin cortical patch [GO:0030479] 	structural molecule activity [GO:0005198] 	actin cytoskeleton organization [GO:0030036] receptor-mediated endocytosis [GO:0006898] microtubule cytoskeleton organization [GO:0000226] mitochondrion inheritance [GO:0000001] Arp2/3 complex-mediated actin nucleation [GO:0034314] 	1	39566.0	342.0
2.2.0.31	Q12508 P53685 	cytosol [GO:0005829] GID complex [GO:0034657] 	ubiquitin-protein transferase activity [GO:0004842] 	negative regulation of gluconeogenesis [GO:0045721] protein ubiquitination involved in ubiquitin-dependent protein catabolic process [GO:0042787] proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161] meiotic cell cycle [GO:0051321] sporulation resulting in formation of a cellular spore [GO:0030435] 	2	53435.5	462.0
2.2.0.32	P25491 	perinuclear region of cytoplasm [GO:0048471] cytosol [GO:0005829] TRC complex [GO:0072380] 	metal ion binding [GO:0046872] ATP binding [GO:0005524] unfolded protein binding [GO:0051082] ATPase activator activity [GO:0001671] 	'de novo' protein folding [GO:0006458] protein targeting to mitochondrion [GO:0006626] protein targeting to ER [GO:0045047] response to heat [GO:0009408] tRNA import into nucleus [GO:0035719] protein refolding [GO:0042026] protein ubiquitination involved in ubiquitin-dependent protein catabolic process [GO:0042787] ER-associated ubiquitin-dependent protein catabolic process [GO:0030433] 	1	44671.0	409.0
2.2.0.33	P38262 	nucleus [GO:0005634] Set3 complex [GO:0034967] 	transcription corepressor activity [GO:0003714] 	positive regulation of stress-activated MAPK cascade [GO:0032874] negative regulation of chromatin silencing at telomere [GO:0031939] histone deacetylation [GO:0016575] regulation of transcription, DNA-templated [GO:0006355] negative regulation of meiotic nuclear division [GO:0045835] regulation of transcription from RNA polymerase II promoter [GO:0006357] 	1	59161.0	535.0
2.2.0.34	P06778 	nucleus [GO:0005634] nuclear chromosome [GO:0000228] 	recombinase activity [GO:0000150] 	DNA amplification [GO:0006277] meiotic joint molecule formation [GO:0000709] double-strand break repair via break-induced replication [GO:0000727] DNA recombinase assembly [GO:0000730] double-strand break repair via homologous recombination [GO:0000724] double-strand break repair via single-strand annealing [GO:0045002] telomere maintenance via recombination [GO:0000722] DNA strand renaturation [GO:0000733] postreplication repair [GO:0006301] 	1	52404.0	471.0
2.2.0.35	P37012 P33401 	cytoplasm [GO:0005737] cytosol [GO:0005829] 	magnesium ion binding [GO:0000287] phosphoglucomutase activity [GO:0004614] 	cellular cation homeostasis [GO:0030003] trehalose biosynthetic process [GO:0005992] glucose metabolic process [GO:0006006] galactose catabolic process [GO:0019388] UDP-glucose metabolic process [GO:0006011] glycogen biosynthetic process [GO:0005978] glucose 6-phosphate metabolic process [GO:0051156] cellular calcium ion homeostasis [GO:0006874] glucose 1-phosphate metabolic process [GO:0019255] 	2	63100.5	569.5
2.2.0.36	Q07794 	nucleus [GO:0005634] chromosome, centromeric region [GO:0000775] 	histone acetyltransferase activity (H3-K56 specific) [GO:0032931] H3 histone acetyltransferase activity [GO:0010484] 	maintenance of rDNA [GO:0043007] double-strand break repair via nonhomologous end joining [GO:0006303] regulation of gene expression [GO:0010468] histone acetylation [GO:0016573] transcription, DNA-templated [GO:0006351] negative regulation of transposition, RNA-mediated [GO:0010526] chromatin silencing at centromere [GO:0030702] regulation of transcription from RNA polymerase II promoter in response to stress [GO:0043618] 	1	50096.0	436.0
2.2.0.37	P38169 	mitochondrial outer membrane [GO:0005741] 	NAD(P)H oxidase activity [GO:0016174] flavin adenine dinucleotide binding [GO:0050660] kynurenine 3-monooxygenase activity [GO:0004502] FAD binding [GO:0071949] 	anthranilate metabolic process [GO:0043420] tryptophan catabolic process [GO:0006569] kynurenine metabolic process [GO:0070189] secondary metabolite biosynthetic process [GO:0044550] quinolinate biosynthetic process [GO:0019805] 'de novo' NAD biosynthetic process from tryptophan [GO:0034354] 	1	52429.0	460.0
2.2.0.38	P26793 	nucleus [GO:0005634] nucleolus [GO:0005730] cytosol [GO:0005829] nucleoplasm [GO:0005654] mitochondrion [GO:0005739] 	5'-flap endonuclease activity [GO:0017108] 5'-3' exonuclease activity [GO:0008409] magnesium ion binding [GO:0000287] DNA binding [GO:0003677] 	base-excision repair, base-free sugar-phosphate removal [GO:0006286] double-strand break repair via nonhomologous end joining [GO:0006303] DNA replication, removal of RNA primer [GO:0043137] gene conversion at mating-type locus, DNA repair synthesis [GO:0000734] maintenance of DNA trinucleotide repeats [GO:0035753] replicative cell aging [GO:0001302] 	1	43279.0	382.0
2.2.0.39	P23202 	cytosol [GO:0005829] 	glutathione peroxidase activity [GO:0004602] transcription corepressor activity [GO:0003714] phosphoprotein binding [GO:0051219] glutathione transferase activity [GO:0004364] 	regulation of nitrogen utilization [GO:0006808] response to aluminum ion [GO:0010044] cytoplasmic sequestering of protein [GO:0051220] cytoplasmic sequestering of transcription factor [GO:0042994] glutathione metabolic process [GO:0006749] nitrate assimilation [GO:0042128] protein urmylation [GO:0032447] 	1	40271.0	354.0
2.2.0.40	P07269 	nucleus [GO:0005634] cytosol [GO:0005829] 	RNA polymerase II core promoter proximal region sequence-specific DNA binding [GO:0000978] transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding [GO:0001077] 	chromatin remodeling [GO:0006338] histidine biosynthetic process [GO:0000105] positive regulation of transcription from RNA polymerase II promoter [GO:0045944] positive regulation of transcription regulatory region DNA binding [GO:2000679] purine nucleobase biosynthetic process [GO:0009113] positive regulation of phosphate metabolic process [GO:0045937] positive regulation of DNA binding [GO:0043388] 	1	63391.0	559.0
2.2.0.41	P36516 	mitochondrial large ribosomal subunit [GO:0005762] nucleus [GO:0005634] 	ribonuclease III activity [GO:0004525] double-stranded RNA binding [GO:0003725] structural constituent of ribosome [GO:0003735] 	production of siRNA involved in RNA interference [GO:0030422] mitochondrial translation [GO:0032543] pre-miRNA processing [GO:0031054] RNA phosphodiester bond hydrolysis, endonucleolytic [GO:0090502] primary miRNA processing [GO:0031053] 	1	44000.0	390.0
2.2.0.42	P46957 	nucleus [GO:0005634] cytosol [GO:0005829] delta DNA polymerase complex [GO:0043625] 	DNA-directed DNA polymerase activity [GO:0003887] DNA binding [GO:0003677] 	leading strand elongation [GO:0006272] lagging strand elongation [GO:0006273] mismatch repair [GO:0006298] RNA-dependent DNA biosynthetic process [GO:0006278] DNA replication, removal of RNA primer [GO:0043137] base-excision repair [GO:0006284] nucleic acid phosphodiester bond hydrolysis [GO:0090305] nucleotide-excision repair [GO:0006289] postreplication repair [GO:0006301] 	1	55296.0	487.0
2.2.0.43	P40535 	nucleus [GO:0005634] cytosol [GO:0005829] 	transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding [GO:0001077] sequence-specific DNA binding [GO:0043565] 	cellular response to carbon dioxide [GO:0071244] regulation of transcription from RNA polymerase II promoter in response to stress [GO:0043618] positive regulation of transcription from RNA polymerase II promoter by oleic acid [GO:0061429] cellular response to oleic acid [GO:0071400] positive regulation of transcription from RNA polymerase II promoter [GO:0045944] 	1	65264.0	587.0
2.2.0.44	P18888 	nucleus [GO:0005634] SWI/SNF complex [GO:0016514] cytosol [GO:0005829] 	rDNA binding [GO:0000182] 	chromatin remodeling [GO:0006338] sucrose catabolic process [GO:0005987] positive regulation of transcription from RNA polymerase II promoter [GO:0045944] maturation of LSU-rRNA [GO:0000470] transcription, DNA-templated [GO:0006351] nucleotide-excision repair [GO:0006289] positive regulation of transcription from RNA polymerase I promoter [GO:0045943] 	1	37607.0	332.0
2.2.0.45	P28519 	nucleotide-excision repair factor 1 complex [GO:0000110] nucleus [GO:0005634] 	zinc ion binding [GO:0008270] damaged DNA binding [GO:0003684] 	base-excision repair [GO:0006284] nucleotide-excision repair, DNA incision [GO:0033683] nucleotide-excision repair involved in interstrand cross-link repair [GO:1901255] UV-damage excision repair [GO:0070914] nucleotide-excision repair, DNA damage recognition [GO:0000715] 	1	43038.0	371.0
2.2.0.46	P53867 	nucleus [GO:0005634] cytoplasm [GO:0005737] cytosol [GO:0005829] 	cysteine-type endopeptidase activity [GO:0004197] 	autophagosome assembly [GO:0000045] mitophagy [GO:0000422] proteolysis [GO:0006508] protein processing [GO:0016485] protein delipidation [GO:0051697] late nucleophagy [GO:0044805] CVT pathway [GO:0032258] protein targeting to membrane [GO:0006612] autophagy [GO:0006914] C-terminal protein lipidation [GO:0006501] piecemeal microautophagy of nucleus [GO:0034727] 	1	55143.0	494.0
2.2.0.47	P36152 	mitochondrial intermembrane space [GO:0005758] cytoplasm [GO:0005737] cytosol [GO:0005829] 	metal ion binding [GO:0046872] electron carrier activity [GO:0009055] 4 iron, 4 sulfur cluster binding [GO:0051539] 2 iron, 2 sulfur cluster binding [GO:0051537] 	negative regulation of apoptotic process [GO:0043066] iron-sulfur cluster assembly [GO:0016226] hydrogen peroxide-mediated programmed cell death [GO:0010421] small molecule metabolic process [GO:0044281] negative regulation of nitric oxide biosynthetic process [GO:0045019] apoptotic process [GO:0006915] negative regulation of hydrogen peroxide-mediated programmed cell death [GO:1901299] 	1	38543.0	348.0
2.2.0.48	Q04089 	chromosome, telomeric region [GO:0000781] nucleus [GO:0005634] 	histone methyltransferase activity (H3-K79 specific) [GO:0031151] nucleosomal histone binding [GO:0031493] DNA binding [GO:0003677] 	global genome nucleotide-excision repair [GO:0070911] transcription, DNA-templated [GO:0006351] intra-S DNA damage checkpoint [GO:0031573] DNA damage checkpoint [GO:0000077] recombinational repair [GO:0000725] meiotic recombination checkpoint [GO:0051598] G1 DNA damage checkpoint [GO:0044783] nucleotide-excision repair [GO:0006289] regulation of transcription regulatory region DNA binding [GO:2000677] chromatin silencing at telomere [GO:0006348] postreplication repair [GO:0006301] histone H3-K79 methylation [GO:0034729] 	1	66201.0	582.0
2.2.1	Q00539 P10664 P53741 P32783 P41814 P53063 P53064 P23394 P53617 P39676 Q12463 P48567 P45978 P53919 P08466 Q08231 P49626 Q03776 P54785 Q99177 Q12211 Q06525 P39933 P38439 	U1 snRNP [GO:0005685] cytoplasm [GO:0005737] mitochondrion [GO:0005739] nucleus [GO:0005634] commitment complex [GO:0000243] U2-type prespliceosome [GO:0071004] 	nucleotide binding [GO:0000166] mRNA binding [GO:0003729] RNA binding [GO:0003723] 	mRNA splicing, via spliceosome [GO:0000398] positive regulation of mRNA splicing, via spliceosome [GO:0048026] mRNA splice site selection [GO:0006376] 	24	51751.8333333	455.041666667
2.2.1.0	Q00539 P10664 P32783 P41814 P39676 Q12463 P48567 P45978 P53919 P08466 P49626 Q03776 Q99177 Q12211 Q06525 P39933 	U1 snRNP [GO:0005685] cytoplasm [GO:0005737] mitochondrion [GO:0005739] nucleus [GO:0005634] commitment complex [GO:0000243] U2-type prespliceosome [GO:0071004] 	nucleotide binding [GO:0000166] mRNA binding [GO:0003729] RNA binding [GO:0003723] 	mRNA splicing, via spliceosome [GO:0000398] positive regulation of mRNA splicing, via spliceosome [GO:0048026] mRNA splice site selection [GO:0006376] 	16	48906.9375	430.5625
2.2.1.1	P53741 	Ubp3-Bre5 deubiquitination complex [GO:1990861] cytoplasmic mRNA processing body [GO:0000932] 	RNA binding [GO:0003723] 	regulation of retrograde vesicle-mediated transport, Golgi to ER [GO:2000156] transport [GO:0006810] regulation of ER to Golgi vesicle-mediated transport [GO:0060628] protein deubiquitination [GO:0016579] ribophagy [GO:0034517] 	1	57674.0	515.0
2.2.1.2	P53063 	nucleus [GO:0005634] cytosol [GO:0005829] 	metal ion binding [GO:0046872] enzyme regulator activity [GO:0030234] phosphodiesterase decapping endonuclease activity [GO:1990174] nucleotide binding [GO:0000166] RNA pyrophosphohydrolase activity [GO:0034353] RNA binding [GO:0003723] 	termination of RNA polymerase II transcription, poly(A)-coupled [GO:0030846] nuclear polyadenylation-dependent rRNA catabolic process [GO:0071035] maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463] maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000466] cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000448] nuclear-transcribed mRNA catabolic process [GO:0000956] deadenylation-independent decapping of nuclear-transcribed mRNA [GO:0031087] regulation of transcription, DNA-templated [GO:0006355] mRNA processing [GO:0006397] 	1	44510.0	387.0
2.2.1.3	P53064 	transcriptionally active chromatin [GO:0035327] nucleus [GO:0005634] Cdc73/Paf1 complex [GO:0016593] 	transcription factor activity, RNA polymerase II transcription factor binding [GO:0001076] RNA binding [GO:0003723] RNA polymerase II C-terminal domain phosphoserine binding [GO:1990269] DNA binding [GO:0003677] 	snoRNA transcription from an RNA polymerase II promoter [GO:0001015] positive regulation of phosphorylation of RNA polymerase II C-terminal domain serine 2 residues [GO:2001165] DNA-templated transcription, termination [GO:0006353] global genome nucleotide-excision repair [GO:0070911] regulation of phosphorylation of RNA polymerase II C-terminal domain serine 2 residues [GO:2001163] snoRNA 3'-end processing [GO:0031126] transcription elongation from RNA polymerase II promoter [GO:0006368] regulation of transcription-coupled nucleotide-excision repair [GO:0090262] regulation of histone H2B ubiquitination [GO:2001166] positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968] regulation of histone H3-K79 methylation [GO:2001160] regulation of histone H2B conserved C-terminal lysine ubiquitination [GO:2001173] negative regulation of transcription from RNA polymerase II promoter [GO:0000122] positive regulation of transcription elongation from RNA polymerase I promoter [GO:2001209] regulation of transcription from RNA polymerase II promoter [GO:0006357] regulation of chromatin silencing at telomere [GO:0031938] histone modification [GO:0016570] recruitment of 3'-end processing factors to RNA polymerase II holoenzyme complex [GO:0034402] regulation of histone H3-K4 methylation [GO:0051569] mRNA 3'-end processing [GO:0031124] 	1	65869.0	558.0
2.2.1.4	P23394 	U5 snRNP [GO:0005682] cytoplasmic ribonucleoprotein granule [GO:0036464] 	ATP binding [GO:0005524] RNA binding [GO:0003723] first spliceosomal transesterification activity [GO:0000384] ATP-dependent RNA helicase activity [GO:0004004] 	chromosome segregation [GO:0007059] RNA secondary structure unwinding [GO:0010501] translational initiation [GO:0006413] mRNA 5'-splice site recognition [GO:0000395] regulation of gene expression [GO:0010468] 	1	66641.0	588.0
2.2.1.5	P53617 	nucleus [GO:0005634] Nrd1 complex [GO:0035649] 	transcription regulatory region RNA binding [GO:0001068] nucleotide binding [GO:0000166] RNA binding [GO:0003723] protein domain specific binding [GO:0019904] 	mRNA 3'-end processing [GO:0031124] snoRNA 3'-end processing [GO:0031126] nuclear mRNA surveillance [GO:0071028] CUT catabolic process [GO:0071034] snRNA 3'-end processing [GO:0034472] tRNA 3'-end processing [GO:0042780] antisense RNA transcript catabolic process [GO:0071041] termination of RNA polymerase II transcription, exosome-dependent [GO:0030847] 	1	63859.0	575.0
2.2.1.6	Q08231 	nuclear envelope [GO:0005635] nucleus [GO:0005634] transcription export complex 2 [GO:0070390] 	double-stranded DNA binding [GO:0003690] RNA binding [GO:0003723] 	nuclear retention of pre-mRNA at the site of transcription [GO:0071033] transcription-coupled nucleotide-excision repair [GO:0006283] transcription elongation from RNA polymerase II promoter [GO:0006368] posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery [GO:0000973] mRNA export from nucleus [GO:0006406] mRNA 3'-end processing [GO:0031124] 	1	52678.0	455.0
2.2.1.7	P54785 	nucleus [GO:0005634] cytosol [GO:0005829] 	metal ion binding [GO:0046872] RNA polymerase II transcription factor activity, sequence-specific DNA binding [GO:0000981] RNA polymerase II activating transcription factor binding [GO:0001102] RNA polymerase II repressing transcription factor binding [GO:0001103] RNA polymerase II core promoter proximal region sequence-specific DNA binding [GO:0000978] 	negative regulation of transcription from RNA polymerase II promoter [GO:0000122] cellular response to osmotic stress [GO:0071470] transcription, DNA-templated [GO:0006351] positive regulation of transcription from RNA polymerase II promoter [GO:0045944] negative regulation of ergosterol biosynthetic process [GO:0010895] positive regulation of transcription from RNA polymerase II promoter in response to osmotic stress [GO:0061393] cellular hyperosmotic response [GO:0071474] 	1	54382.0	490.0
2.2.1.8	P38439 	nucleus [GO:0005634] Cdc73/Paf1 complex [GO:0016593] 	transcription factor activity, RNA polymerase II transcription factor binding [GO:0001076] RNA polymerase II C-terminal domain phosphoserine binding [GO:1990269] RNA binding [GO:0003723] 	chromatin organization [GO:0006325] transcription elongation from RNA polymerase II promoter [GO:0006368] DNA-templated transcription, termination [GO:0006353] regulation of transcription-coupled nucleotide-excision repair [GO:0090262] positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968] regulation of histone H2B conserved C-terminal lysine ubiquitination [GO:2001173] positive regulation of transcription elongation from RNA polymerase I promoter [GO:2001209] histone H3-K4 trimethylation [GO:0080182] 	1	53920.0	464.0
2.2.2	P22768 P32377 P33299 P33298 P53923 P06244 P06245 Q03957 P38707 Q08224 P33297 P27515 Q12059 P28737 Q01939 P36101 P38625 P12904 P10963 P52917 P32579 P53233 P53549 P32328 P38756 P40327 P52920 P05986 	cytosol [GO:0005829] 	ATP binding [GO:0005524] argininosuccinate synthase activity [GO:0004055] 	arginine biosynthetic process [GO:0006526] argininosuccinate metabolic process [GO:0000053] urea cycle [GO:0000050] 	28	50092.1785714	444.5
2.2.2.0	P22768 P32377 P38707 Q08224 P27515 Q12059 P28737 P36101 P38625 P10963 P32579 P53233 P38756 P52920 	cytosol [GO:0005829] 	ATP binding [GO:0005524] argininosuccinate synthase activity [GO:0004055] 	arginine biosynthetic process [GO:0006526] argininosuccinate metabolic process [GO:0000053] urea cycle [GO:0000050] 	14	50517.1428571	451.357142857
2.2.2.1	P33299 P33298 P33297 P40327 	proteasome regulatory particle, base subcomplex [GO:0008540] cytosolic proteasome complex [GO:0031597] nuclear proteasome complex [GO:0031595] 	ATP binding [GO:0005524] proteasome-activating ATPase activity [GO:0036402] TBP-class protein binding [GO:0017025] ATPase activity [GO:0016887] 	positive regulation of protein catabolic process [GO:0045732] ER-associated ubiquitin-dependent protein catabolic process [GO:0030433] proteasome regulatory particle assembly [GO:0070682] positive regulation of RNA polymerase II transcriptional preinitiation complex assembly [GO:0045899] ubiquitin-dependent protein catabolic process [GO:0006511] 	4	49240.25	441.5
2.2.2.2	P53923 	cytosol [GO:0005829] 	sulfurtransferase activity [GO:0016783] tRNA binding [GO:0000049] nucleotidyltransferase activity [GO:0016779] 	tRNA wobble uridine modification [GO:0002098] pseudohyphal growth [GO:0007124] invasive growth in response to glucose limitation [GO:0001403] tRNA thio-modification [GO:0034227] tRNA wobble position uridine thiolation [GO:0002143] protein urmylation [GO:0032447] 	1	56473.0	493.0
2.2.2.3	P06244 P06245 P05986 	nucleus [GO:0005634] cAMP-dependent protein kinase complex [GO:0005952] cytoplasm [GO:0005737] nuclear chromatin [GO:0000790] 	ATP binding [GO:0005524] cAMP-dependent protein kinase activity [GO:0004691] 	protein phosphorylation [GO:0006468] regulation of macroautophagy [GO:0016241] cell division [GO:0051301] cell cycle [GO:0007049] Ras protein signal transduction [GO:0007265] protein kinase A signaling [GO:0010737] 	3	45424.3333333	391.666666667
2.2.2.4	Q03957 	nucleus [GO:0005634] CTDK-1 complex [GO:0070692] cytoplasm [GO:0005737] nucleoplasm [GO:0005654] nucleolus [GO:0005730] 	RNA polymerase II carboxy-terminal domain kinase activity [GO:0008353] ATP binding [GO:0005524] cyclin-dependent protein serine/threonine kinase activity [GO:0004693] 	protein phosphorylation [GO:0006468] phosphorylation of RNA polymerase II C-terminal domain [GO:0070816] mRNA 3'-end processing [GO:0031124] positive regulation of translational fidelity [GO:0045903] transcription, DNA-templated [GO:0006351] cellular response to DNA damage stimulus [GO:0006974] translational initiation [GO:0006413] peptidyl-serine phosphorylation [GO:0018105] positive regulation of transcription from RNA polymerase I promoter [GO:0045943] positive regulation of DNA-templated transcription, elongation [GO:0032786] 	1	60501.0	528.0
2.2.2.5	Q01939 P53549 	nucleus [GO:0005634] proteasome regulatory particle, base subcomplex [GO:0008540] proteasome storage granule [GO:0034515] nuclear proteasome complex [GO:0031595] 	ATP binding [GO:0005524] protein domain specific binding [GO:0019904] proteasome-activating ATPase activity [GO:0036402] TBP-class protein binding [GO:0017025] ATPase activity [GO:0016887] 	chromatin remodeling [GO:0006338] proteasome regulatory particle assembly [GO:0070682] positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968] proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161] nonfunctional rRNA decay [GO:0070651] positive regulation of sequence-specific DNA binding transcription factor activity [GO:0051091] ER-associated ubiquitin-dependent protein catabolic process [GO:0030433] nucleotide-excision repair [GO:0006289] negative regulation of sequence-specific DNA binding transcription factor activity [GO:0043433] positive regulation of RNA polymerase II transcriptional preinitiation complex assembly [GO:0045899] 	2	47340.0	421.0
2.2.2.6	P12904 	nuclear envelope lumen [GO:0005641] nucleus [GO:0005634] nucleotide-activated protein kinase complex [GO:0031588] cytoplasm [GO:0005737] plasma membrane [GO:0005886] 	ATP binding [GO:0005524] catalytic activity [GO:0003824] protein serine/threonine kinase activator activity [GO:0043539] 	protein phosphorylation [GO:0006468] peroxisome organization [GO:0007031] carbohydrate metabolic process [GO:0005975] transcription, DNA-templated [GO:0006351] positive regulation of gluconeogenesis [GO:0045722] regulation of transcription from RNA polymerase II promoter [GO:0006357] replicative cell aging [GO:0001302] 	1	36401.0	322.0
2.2.2.7	P52917 	Vps4-Vta1 complex [GO:1990621] endosome [GO:0005768] nucleus [GO:0005634] membrane [GO:0016020] 	protein homodimerization activity [GO:0042803] ATP binding [GO:0005524] identical protein binding [GO:0042802] ATPase activity [GO:0016887] 	vacuole organization [GO:0007033] late endosome to vacuole transport [GO:0045324] macroautophagy [GO:0016236] protein transport [GO:0015031] intralumenal vesicle formation [GO:0070676] sterol metabolic process [GO:0016125] protein retention in Golgi apparatus [GO:0045053] late endosome to vacuole transport via multivesicular body sorting pathway [GO:0032511] protein homooligomerization [GO:0051260] 	1	48172.0	437.0
2.2.2.8	P32328 	spindle pole body [GO:0005816] cellular bud neck [GO:0005935] 	ATP binding [GO:0005524] protein serine/threonine kinase activity [GO:0004674] 	protein phosphorylation [GO:0006468] intracellular signal transduction [GO:0035556] mitotic cytokinesis [GO:0000281] positive regulation of septation initiation signaling [GO:0031031] barrier septum assembly [GO:0000917] exit from mitosis [GO:0010458] peptidyl-serine phosphorylation [GO:0018105] regulation of mRNA catabolic process [GO:0061013] 	1	65880.0	564.0
2.2.3	P40466 	nucleus [GO:0005634] cytosol [GO:0005829] 	centromeric DNA binding [GO:0019237] chromatin binding [GO:0003682] sequence-specific DNA binding [GO:0043565] DNA replication origin binding [GO:0003688] RNA polymerase II core promoter proximal region sequence-specific DNA binding [GO:0000978] transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding [GO:0001077] transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding [GO:0001078] 	donor selection [GO:0007535] negative regulation of pseudohyphal growth [GO:2000221] negative regulation of transcription involved in G1/S transition of mitotic cell cycle [GO:0071930] mRNA 3'-end processing [GO:0031124] chromatin remodeling [GO:0006338] negative regulation of transcription elongation from RNA polymerase II promoter [GO:0034244] negative regulation of transcription involved in G2/M transition of mitotic cell cycle [GO:0090419] positive regulation of chromatin silencing at silent mating-type cassette [GO:0090055] positive regulation of DNA-dependent DNA replication initiation [GO:0032298] positive regulation of transcription involved in G2/M transition of mitotic cell cycle [GO:0090282] cellular response to methylmercury [GO:0071406] positive regulation of DNA replication initiation [GO:1903468] termination of RNA polymerase II transcription [GO:0006369] 	1	53490.0	484.0
2.2.4	P38820 	cytosol [GO:0005829] 	protein adenylyltransferase activity [GO:0070733] nucleotidyltransferase activity [GO:0016779] metal ion binding [GO:0046872] thiosulfate sulfurtransferase activity [GO:0004792] sulfurtransferase activity [GO:0016783] ATP binding [GO:0005524] URM1 activating enzyme activity [GO:0042292] 	cellular response to oxidative stress [GO:0034599] tRNA wobble uridine modification [GO:0002098] invasive growth in response to glucose limitation [GO:0001403] regulation of pseudohyphal growth [GO:2000220] tRNA thio-modification [GO:0034227] tRNA wobble position uridine thiolation [GO:0002143] enzyme active site formation via cysteine modification to L-cysteine persulfide [GO:0018192] cell budding [GO:0007114] protein urmylation [GO:0032447] 	1	49361.0	440.0
2.2.5	P43574 P42944 P34233 P40209 	nucleus [GO:0005634] transcription factor complex [GO:0005667] cytosol [GO:0005829] 	chromatin binding [GO:0003682] sequence-specific DNA binding [GO:0043565] RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977] RNA polymerase II transcription factor binding [GO:0001085] transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding [GO:0001077] zinc ion binding [GO:0008270] transcription factor activity, RNA polymerase II transcription factor binding [GO:0001076] 	nitrogen catabolite activation of transcription [GO:0090294] nitrogen catabolite activation of transcription from RNA polymerase II promoter [GO:0001080] cell differentiation [GO:0030154] 	4	61418.0	552.25
2.2.5.0	P43574 P42944 P34233 P40209 	nucleus [GO:0005634] transcription factor complex [GO:0005667] cytosol [GO:0005829] 	chromatin binding [GO:0003682] sequence-specific DNA binding [GO:0043565] RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977] RNA polymerase II transcription factor binding [GO:0001085] transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding [GO:0001077] zinc ion binding [GO:0008270] transcription factor activity, RNA polymerase II transcription factor binding [GO:0001076] 	nitrogen catabolite activation of transcription [GO:0090294] nitrogen catabolite activation of transcription from RNA polymerase II promoter [GO:0001080] cell differentiation [GO:0030154] 	4	61418.0	552.25
2.2.6	Q12123 Q06151 	cytoplasmic mRNA processing body [GO:0000932] perinuclear region of cytoplasm [GO:0048471] cytoplasm [GO:0005737] nucleus [GO:0005634] 	protein heterodimerization activity [GO:0046982] hydrolase activity [GO:0016787] enzyme inhibitor activity [GO:0004857] RNA 7-methylguanosine cap binding [GO:0000340] protein homodimerization activity [GO:0042803] 	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184] cellular response to nutrient [GO:0031670] response to heat [GO:0009408] cellular response to starvation [GO:0009267] deadenylation-dependent decapping of nuclear-transcribed mRNA [GO:0000290] response to nutrient [GO:0007584] response to oxidative stress [GO:0006979] regulation of cell aging [GO:0090342] response to osmotic stress [GO:0006970] 	2	40855.5	351.5
2.2.6.0	Q12123 Q06151 	cytoplasmic mRNA processing body [GO:0000932] perinuclear region of cytoplasm [GO:0048471] cytoplasm [GO:0005737] nucleus [GO:0005634] 	protein heterodimerization activity [GO:0046982] hydrolase activity [GO:0016787] enzyme inhibitor activity [GO:0004857] RNA 7-methylguanosine cap binding [GO:0000340] protein homodimerization activity [GO:0042803] 	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184] cellular response to nutrient [GO:0031670] response to heat [GO:0009408] cellular response to starvation [GO:0009267] deadenylation-dependent decapping of nuclear-transcribed mRNA [GO:0000290] response to nutrient [GO:0007584] response to oxidative stress [GO:0006979] regulation of cell aging [GO:0090342] response to osmotic stress [GO:0006970] 	2	40855.5	351.5
2.2.7	Q04179 	nucleus [GO:0005634] cytosol [GO:0005829] 	uridine nucleosidase activity [GO:0045437] nicotinic acid riboside hydrolase activity [GO:0070636] ribosylpyrimidine nucleosidase activity [GO:0050263] purine nucleosidase activity [GO:0008477] nicotinamide riboside hydrolase activity [GO:0070635] 	pyrimidine-containing compound salvage [GO:0008655] cytidine catabolic process [GO:0006216] uridine catabolic process [GO:0006218] pyrimidine nucleoside catabolic process [GO:0046135] purine nucleoside catabolic process [GO:0006152] NAD biosynthesis via nicotinamide riboside salvage pathway [GO:0034356] nicotinate nucleotide salvage [GO:0019358] 	1	37960.0	340.0
